Start Time,End Time,EW,WE,NS,SN
03:52:20,03:52:40,0,4,1,6
03:52:40,03:53:00,8,6,0,0
03:53:00,03:53:20,1,3,6,6
03:53:20,03:53:40,4,2,7,6
03:53:40,03:54:00,1,0,9,6
03:54:00,03:54:20,9,6,6,8
03:54:20,03:54:40,9,4,5,3
03:54:40,03:55:00,3,9,9,2
03:55:00,03:55:20,9,6,1,1
03:55:20,03:55:40,0,7,8,5
03:55:40,03:56:00,3,1,6,2
03:56:00,03:56:20,6,9,4,6
03:56:20,03:56:40,6,7,4,3
03:56:40,03:57:00,2,3,9,5
03:57:00,03:57:20,4,0,6,9
03:57:20,03:57:40,1,8,2,5
03:57:40,03:58:00,5,6,5,1
03:58:00,03:58:20,5,9,1,6
03:58:20,03:58:40,1,1,8,5
03:58:40,03:59:00,5,8,4,8
03:59:00,03:59:20,3,8,6,3
03:59:20,03:59:40,2,4,9,5
03:59:40,04:00:00,8,5,6,0
04:00:00,04:00:20,8,9,4,6
04:00:20,04:00:40,5,9,2,8
04:00:40,04:01:00,4,3,0,9
04:01:00,04:01:20,2,9,9,7
04:01:20,04:01:40,4,6,7,2
04:01:40,04:02:00,9,4,2,0
04:02:00,04:02:20,0,2,6,9
04:02:20,04:02:40,0,1,2,0
04:02:40,04:03:00,8,6,3,8
04:03:00,04:03:20,4,2,2,3
04:03:20,04:03:40,0,1,7,6
04:03:40,04:04:00,9,2,4,9
04:04:00,04:04:20,1,4,4,4
04:04:20,04:04:40,0,0,0,6
04:04:40,04:05:00,2,6,9,4
04:05:00,04:05:20,7,1,6,6
04:05:20,04:05:40,0,1,6,5
04:05:40,04:06:00,3,8,5,6
04:06:00,04:06:20,8,2,4,7
04:06:20,04:06:40,0,7,2,3
04:06:40,04:07:00,7,3,6,7
04:07:00,04:07:20,0,0,1,4
04:07:20,04:07:40,6,8,6,3
04:07:40,04:08:00,5,0,4,8
04:08:00,04:08:20,2,0,0,5
04:08:20,04:08:40,2,4,4,3
04:08:40,04:09:00,0,6,9,2
04:09:00,04:09:20,1,8,6,5
04:09:20,04:09:40,4,2,4,7
04:09:40,04:10:00,7,2,5,1
04:10:00,04:10:20,8,4,8,0
04:10:20,04:10:40,5,7,1,5
04:10:40,04:11:00,3,4,3,3
04:11:00,04:11:20,0,5,8,7
04:11:20,04:11:40,0,8,4,0
04:11:40,04:12:00,9,2,4,8
04:12:00,04:12:20,7,7,8,4
04:12:20,04:12:40,1,5,7,8
04:12:40,04:13:00,4,1,5,8
04:13:00,04:13:20,2,9,2,2
04:13:20,04:13:40,1,8,7,6
04:13:40,04:14:00,0,0,2,3
04:14:00,04:14:20,2,1,0,8
04:14:20,04:14:40,6,0,6,5
04:14:40,04:15:00,8,5,2,3
04:15:00,04:15:20,2,7,2,1
04:15:20,04:15:40,0,4,0,4
04:15:40,04:16:00,7,5,0,2
04:16:00,04:16:20,2,3,3,8
04:16:20,04:16:40,8,8,3,0
04:16:40,04:17:00,3,8,9,5
04:17:00,04:17:20,2,8,8,4
04:17:20,04:17:40,2,1,4,9
04:17:40,04:18:00,5,1,9,7
04:18:00,04:18:20,8,8,9,9
04:18:20,04:18:40,8,4,8,8
04:18:40,04:19:00,8,7,6,1
04:19:00,04:19:20,0,7,3,2
04:19:20,04:19:40,1,6,6,9
04:19:40,04:20:00,3,9,5,4
04:20:00,04:20:20,3,3,7,3
04:20:20,04:20:40,0,8,3,9
04:20:40,04:21:00,7,3,3,1
04:21:00,04:21:20,9,6,9,8
04:21:20,04:21:40,7,9,6,1
04:21:40,04:22:00,7,5,7,5
04:22:00,04:22:20,0,4,0,4
04:22:20,04:22:40,5,4,3,3
04:22:40,04:23:00,9,1,7,9
04:23:00,04:23:20,3,6,7,4
04:23:20,04:23:40,5,3,4,1
04:23:40,04:24:00,9,8,7,2
04:24:00,04:24:20,3,7,2,8
04:24:20,04:24:40,1,6,5,9
04:24:40,04:25:00,3,8,1,9
04:25:00,04:25:20,9,3,8,9
04:25:20,04:25:40,6,2,9,3
04:25:40,04:26:00,2,9,8,4
04:26:00,04:26:20,9,4,7,1
04:26:20,04:26:40,4,5,9,8
04:26:40,04:27:00,1,1,0,0
04:27:00,04:27:20,9,3,6,9
04:27:20,04:27:40,4,2,6,0
04:27:40,04:28:00,9,3,5,0
04:28:00,04:28:20,8,3,8,4
04:28:20,04:28:40,2,3,1,9
04:28:40,04:29:00,3,9,2,4
04:29:00,04:29:20,9,4,0,6
04:29:20,04:29:40,4,4,5,6
04:29:40,04:30:00,7,3,1,5
04:30:00,04:30:20,5,7,3,2
04:30:20,04:30:40,5,9,5,8
04:30:40,04:31:00,0,2,1,2
04:31:00,04:31:20,1,8,1,0
04:31:20,04:31:40,7,9,7,3
04:31:40,04:32:00,6,2,1,2
04:32:00,04:32:20,8,5,6,1
04:32:20,04:32:40,5,9,5,3
04:32:40,04:33:00,8,1,2,0
04:33:00,04:33:20,3,1,4,6
04:33:20,04:33:40,8,2,8,1
04:33:40,04:34:00,7,5,8,6
04:34:00,04:34:20,4,1,0,7
04:34:20,04:34:40,8,8,9,8
04:34:40,04:35:00,0,7,7,3
04:35:00,04:35:20,4,0,3,0
04:35:20,04:35:40,8,4,5,6
04:35:40,04:36:00,8,2,2,6
04:36:00,04:36:20,4,7,7,5
04:36:20,04:36:40,4,0,2,0
04:36:40,04:37:00,0,6,7,1
04:37:00,04:37:20,8,2,6,1
04:37:20,04:37:40,6,3,2,8
04:37:40,04:38:00,8,6,6,5
04:38:00,04:38:20,3,3,1,2
04:38:20,04:38:40,2,0,9,1
04:38:40,04:39:00,1,2,6,8
04:39:00,04:39:20,6,9,1,8
04:39:20,04:39:40,3,7,4,9
04:39:40,04:40:00,3,9,9,6
04:40:00,04:40:20,4,0,1,8
04:40:20,04:40:40,3,2,2,1
04:40:40,04:41:00,5,5,6,2
04:41:00,04:41:20,0,0,8,9
04:41:20,04:41:40,4,2,7,8
04:41:40,04:42:00,1,4,9,1
04:42:00,04:42:20,8,4,7,1
04:42:20,04:42:40,3,2,2,0
04:42:40,04:43:00,3,4,0,8
04:43:00,04:43:20,4,6,7,3
04:43:20,04:43:40,3,5,8,6
04:43:40,04:44:00,9,6,4,6
04:44:00,04:44:20,9,4,9,8
04:44:20,04:44:40,8,3,3,6
04:44:40,04:45:00,8,1,4,2
04:45:00,04:45:20,9,9,2,9
04:45:20,04:45:40,4,4,4,8
04:45:40,04:46:00,8,0,8,7
04:46:00,04:46:20,2,8,4,0
04:46:20,04:46:40,6,8,3,5
04:46:40,04:47:00,6,8,7,3
04:47:00,04:47:20,4,6,2,6
04:47:20,04:47:40,0,8,6,7
04:47:40,04:48:00,7,4,6,5
04:48:00,04:48:20,0,7,5,9
04:48:20,04:48:40,2,1,0,9
04:48:40,04:49:00,3,8,0,8
04:49:00,04:49:20,3,0,7,7
04:49:20,04:49:40,0,1,8,7
04:49:40,04:50:00,7,1,9,2
04:50:00,04:50:20,6,7,8,8
04:50:20,04:50:40,1,1,2,3
04:50:40,04:51:00,2,8,6,3
04:51:00,04:51:20,3,6,4,7
04:51:20,04:51:40,0,2,7,4
04:51:40,04:52:00,9,6,6,3
04:52:00,04:52:20,9,5,7,5
04:52:20,04:52:40,2,8,7,4
04:52:40,04:53:00,4,6,5,1
04:53:00,04:53:20,0,0,7,9
04:53:20,04:53:40,4,8,0,5
04:53:40,04:54:00,0,4,5,3
04:54:00,04:54:20,2,0,3,8
04:54:20,04:54:40,5,9,6,2
04:54:40,04:55:00,6,7,7,8
04:55:00,04:55:20,3,6,5,3
04:55:20,04:55:40,7,0,5,0
04:55:40,04:56:00,7,9,0,7
04:56:00,04:56:20,0,9,4,8
04:56:20,04:56:40,1,8,8,9
04:56:40,04:57:00,0,8,7,0
04:57:00,04:57:20,6,4,9,3
04:57:20,04:57:40,1,4,0,3
04:57:40,04:58:00,3,9,6,9
04:58:00,04:58:20,6,8,5,8
04:58:20,04:58:40,9,4,7,5
04:58:40,04:59:00,8,4,2,8
04:59:00,04:59:20,0,4,2,8
04:59:20,04:59:40,8,1,8,4
04:59:40,05:00:00,2,9,6,8
05:00:00,05:00:20,6,0,6,9
05:00:20,05:00:40,6,1,7,2
05:00:40,05:01:00,7,9,4,8
05:01:00,05:01:20,9,2,4,1
05:01:20,05:01:40,8,4,8,9
05:01:40,05:02:00,2,1,3,0
05:02:00,05:02:20,1,9,0,2
05:02:20,05:02:40,0,5,7,4
05:02:40,05:03:00,3,7,5,4
05:03:00,05:03:20,6,6,1,2
05:03:20,05:03:40,6,6,4,5
05:03:40,05:04:00,8,5,9,5
05:04:00,05:04:20,7,0,2,2
05:04:20,05:04:40,4,3,9,3
05:04:40,05:05:00,9,3,1,4
05:05:00,05:05:20,7,4,0,3
05:05:20,05:05:40,7,4,8,5
05:05:40,05:06:00,1,9,4,5
05:06:00,05:06:20,9,1,3,3
05:06:20,05:06:40,4,8,6,6
05:06:40,05:07:00,8,6,0,7
05:07:00,05:07:20,4,7,4,7
05:07:20,05:07:40,0,1,7,1
05:07:40,05:08:00,7,3,9,9
05:08:00,05:08:20,0,4,2,6
05:08:20,05:08:40,3,7,0,4
05:08:40,05:09:00,0,9,5,1
05:09:00,05:09:20,8,8,5,3
05:09:20,05:09:40,4,3,2,5
05:09:40,05:10:00,2,7,4,1
05:10:00,05:10:20,5,9,2,8
05:10:20,05:10:40,6,7,5,0
05:10:40,05:11:00,2,7,0,1
05:11:00,05:11:20,3,9,8,5
05:11:20,05:11:40,6,0,2,1
05:11:40,05:12:00,8,9,2,2
05:12:00,05:12:20,8,5,4,6
05:12:20,05:12:40,0,9,2,9
05:12:40,05:13:00,1,1,0,4
05:13:00,05:13:20,7,2,0,5
05:13:20,05:13:40,1,1,7,7
05:13:40,05:14:00,7,1,7,8
05:14:00,05:14:20,0,2,9,7
05:14:20,05:14:40,3,6,5,5
05:14:40,05:15:00,0,4,5,5
05:15:00,05:15:20,0,8,4,7
05:15:20,05:15:40,1,8,4,7
05:15:40,05:16:00,4,9,1,1
05:16:00,05:16:20,9,3,4,2
05:16:20,05:16:40,4,6,2,8
05:16:40,05:17:00,8,3,1,1
05:17:00,05:17:20,3,4,0,4
05:17:20,05:17:40,1,5,8,0
05:17:40,05:18:00,4,5,6,0
05:18:00,05:18:20,7,1,6,3
05:18:20,05:18:40,0,1,9,8
05:18:40,05:19:00,1,4,8,6
05:19:00,05:19:20,6,0,2,6
05:19:20,05:19:40,0,5,7,2
05:19:40,05:20:00,5,5,5,1
05:20:00,05:20:20,5,8,7,5
05:20:20,05:20:40,7,5,0,7
05:20:40,05:21:00,2,7,9,2
05:21:00,05:21:20,9,0,9,2
05:21:20,05:21:40,9,8,1,7
05:21:40,05:22:00,2,5,6,4
05:22:00,05:22:20,6,8,8,9
05:22:20,05:22:40,4,0,1,8
05:22:40,05:23:00,7,2,7,8
05:23:00,05:23:20,3,3,7,7
05:23:20,05:23:40,4,6,7,5
05:23:40,05:24:00,7,6,5,8
05:24:00,05:24:20,5,0,4,2
05:24:20,05:24:40,4,8,5,8
05:24:40,05:25:00,6,2,2,3
05:25:00,05:25:20,1,3,2,0
05:25:20,05:25:40,6,0,2,3
05:25:40,05:26:00,6,5,1,6
05:26:00,05:26:20,4,8,8,6
05:26:20,05:26:40,2,5,5,1
05:26:40,05:27:00,8,6,7,6
05:27:00,05:27:20,3,2,3,1
05:27:20,05:27:40,9,0,4,4
05:27:40,05:28:00,6,1,8,4
05:28:00,05:28:20,5,4,6,3
05:28:20,05:28:40,8,8,5,1
05:28:40,05:29:00,3,9,5,5
05:29:00,05:29:20,1,3,4,4
05:29:20,05:29:40,7,8,7,0
05:29:40,05:30:00,0,4,0,0
05:30:00,05:30:20,0,8,4,3
05:30:20,05:30:40,3,6,5,0
05:30:40,05:31:00,8,3,8,3
05:31:00,05:31:20,4,8,0,6
05:31:20,05:31:40,4,3,5,6
05:31:40,05:32:00,6,0,6,4
05:32:00,05:32:20,4,9,9,7
05:32:20,05:32:40,9,8,8,7
05:32:40,05:33:00,2,0,2,8
05:33:00,05:33:20,2,2,3,5
05:33:20,05:33:40,2,1,9,0
05:33:40,05:34:00,9,7,9,0
05:34:00,05:34:20,3,7,6,3
05:34:20,05:34:40,3,9,1,3
05:34:40,05:35:00,4,9,8,3
05:35:00,05:35:20,4,2,9,7
05:35:20,05:35:40,1,9,9,5
05:35:40,05:36:00,7,8,8,2
05:36:00,05:36:20,4,2,7,4
05:36:20,05:36:40,8,5,7,9
05:36:40,05:37:00,8,5,1,2
05:37:00,05:37:20,0,2,7,4
05:37:20,05:37:40,5,4,4,7
05:37:40,05:38:00,6,9,2,6
05:38:00,05:38:20,6,6,3,6
05:38:20,05:38:40,2,2,5,4
05:38:40,05:39:00,1,8,6,5
05:39:00,05:39:20,0,8,0,7
05:39:20,05:39:40,1,1,4,2
05:39:40,05:40:00,0,7,2,4
05:40:00,05:40:20,2,5,7,9
05:40:20,05:40:40,9,7,8,4
05:40:40,05:41:00,4,6,9,2
05:41:00,05:41:20,6,2,1,0
05:41:20,05:41:40,1,6,9,7
05:41:40,05:42:00,8,4,0,9
05:42:00,05:42:20,2,6,6,5
05:42:20,05:42:40,5,4,7,7
05:42:40,05:43:00,8,9,1,7
05:43:00,05:43:20,6,5,8,6
05:43:20,05:43:40,1,5,8,0
05:43:40,05:44:00,5,6,5,6
05:44:00,05:44:20,2,3,5,1
05:44:20,05:44:40,1,3,8,4
05:44:40,05:45:00,0,8,1,8
05:45:00,05:45:20,9,8,2,3
05:45:20,05:45:40,1,8,6,9
05:45:40,05:46:00,9,0,4,6
05:46:00,05:46:20,4,7,0,9
05:46:20,05:46:40,2,0,5,9
05:46:40,05:47:00,7,4,9,9
05:47:00,05:47:20,6,0,5,1
05:47:20,05:47:40,0,7,7,7
05:47:40,05:48:00,6,2,0,9
05:48:00,05:48:20,9,5,4,1
05:48:20,05:48:40,3,0,1,4
05:48:40,05:49:00,3,8,4,7
05:49:00,05:49:20,5,4,5,5
05:49:20,05:49:40,8,6,4,7
05:49:40,05:50:00,7,5,0,0
05:50:00,05:50:20,8,7,3,2
05:50:20,05:50:40,8,1,7,0
05:50:40,05:51:00,3,5,9,9
05:51:00,05:51:20,7,5,0,0
05:51:20,05:51:40,3,2,8,4
05:51:40,05:52:00,1,0,2,2
05:52:00,05:52:20,7,9,5,1
05:52:20,05:52:40,9,7,1,7
05:52:40,05:53:00,1,4,9,6
05:53:00,05:53:20,1,2,6,8
05:53:20,05:53:40,0,7,6,8
05:53:40,05:54:00,5,0,4,6
05:54:00,05:54:20,7,0,5,5
05:54:20,05:54:40,1,2,1,1
05:54:40,05:55:00,1,2,9,5
05:55:00,05:55:20,0,5,4,7
05:55:20,05:55:40,5,7,8,7
05:55:40,05:56:00,7,0,9,8
05:56:00,05:56:20,2,0,2,1
05:56:20,05:56:40,7,4,3,6
05:56:40,05:57:00,2,0,3,3
05:57:00,05:57:20,0,4,0,4
05:57:20,05:57:40,8,0,1,9
05:57:40,05:58:00,5,2,2,1
05:58:00,05:58:20,7,1,5,5
05:58:20,05:58:40,0,2,5,1
05:58:40,05:59:00,3,1,9,0
05:59:00,05:59:20,2,2,7,1
05:59:20,05:59:40,2,4,1,0
05:59:40,06:00:00,8,8,8,2
06:00:00,06:00:20,6,8,7,3
06:00:20,06:00:40,7,1,2,5
06:00:40,06:01:00,3,5,4,0
06:01:00,06:01:20,0,5,3,2
06:01:20,06:01:40,7,9,5,1
06:01:40,06:02:00,1,8,5,4
06:02:00,06:02:20,8,7,4,3
06:02:20,06:02:40,5,7,5,7
06:02:40,06:03:00,5,4,8,9
06:03:00,06:03:20,3,6,0,4
06:03:20,06:03:40,6,5,1,4
06:03:40,06:04:00,9,9,0,4
06:04:00,06:04:20,1,0,5,3
06:04:20,06:04:40,7,4,9,0
06:04:40,06:05:00,2,5,5,7
06:05:00,06:05:20,1,3,1,9
06:05:20,06:05:40,2,0,6,8
06:05:40,06:06:00,4,4,3,6
06:06:00,06:06:20,7,8,0,7
06:06:20,06:06:40,7,8,6,1
06:06:40,06:07:00,0,7,4,9
06:07:00,06:07:20,4,0,7,8
06:07:20,06:07:40,8,6,7,8
06:07:40,06:08:00,3,6,4,3
06:08:00,06:08:20,2,0,9,8
06:08:20,06:08:40,0,9,6,5
06:08:40,06:09:00,1,3,1,1
06:09:00,06:09:20,2,0,0,7
06:09:20,06:09:40,7,4,2,8
06:09:40,06:10:00,0,2,1,1
06:10:00,06:10:20,5,8,1,5
06:10:20,06:10:40,4,3,9,5
06:10:40,06:11:00,6,9,2,6
06:11:00,06:11:20,3,4,0,5
06:11:20,06:11:40,7,7,1,0
06:11:40,06:12:00,9,7,7,0
06:12:00,06:12:20,5,2,7,0
06:12:20,06:12:40,5,2,6,4
06:12:40,06:13:00,2,3,6,6
06:13:00,06:13:20,4,5,7,5
06:13:20,06:13:40,1,0,5,3
06:13:40,06:14:00,4,1,1,5
06:14:00,06:14:20,2,7,1,6
06:14:20,06:14:40,3,8,1,4
06:14:40,06:15:00,9,9,1,4
06:15:00,06:15:20,4,4,4,0
06:15:20,06:15:40,0,2,8,5
06:15:40,06:16:00,0,7,9,9
06:16:00,06:16:20,9,2,7,4
06:16:20,06:16:40,4,0,9,2
06:16:40,06:17:00,4,7,0,9
06:17:00,06:17:20,9,4,7,8
06:17:20,06:17:40,1,9,3,1
06:17:40,06:18:00,7,9,4,0
06:18:00,06:18:20,4,0,0,9
06:18:20,06:18:40,1,3,3,7
06:18:40,06:19:00,1,1,0,3
06:19:00,06:19:20,5,8,0,9
06:19:20,06:19:40,5,3,5,8
06:19:40,06:20:00,1,7,7,6
06:20:00,06:20:20,4,4,2,4
06:20:20,06:20:40,6,0,7,5
06:20:40,06:21:00,9,3,2,1
06:21:00,06:21:20,8,7,0,3
06:21:20,06:21:40,2,8,1,8
06:21:40,06:22:00,8,1,4,9
06:22:00,06:22:20,3,2,8,9
06:22:20,06:22:40,4,9,4,2
06:22:40,06:23:00,0,2,1,0
06:23:00,06:23:20,3,4,2,8
06:23:20,06:23:40,3,2,9,6
06:23:40,06:24:00,4,1,4,0
06:24:00,06:24:20,4,5,7,4
06:24:20,06:24:40,4,9,6,5
06:24:40,06:25:00,4,1,1,9
06:25:00,06:25:20,4,0,4,3
06:25:20,06:25:40,5,9,5,0
06:25:40,06:26:00,3,0,1,6
06:26:00,06:26:20,4,4,4,6
06:26:20,06:26:40,8,5,9,8
06:26:40,06:27:00,3,9,9,5
06:27:00,06:27:20,4,0,1,2
06:27:20,06:27:40,7,6,5,6
06:27:40,06:28:00,2,4,9,2
06:28:00,06:28:20,6,2,3,0
06:28:20,06:28:40,4,5,2,8
06:28:40,06:29:00,6,1,8,0
06:29:00,06:29:20,4,3,9,0
06:29:20,06:29:40,7,1,6,3
06:29:40,06:30:00,2,8,9,6
06:30:00,06:30:20,9,2,4,6
06:30:20,06:30:40,0,9,0,8
06:30:40,06:31:00,8,0,8,0
06:31:00,06:31:20,7,1,8,3
06:31:20,06:31:40,1,2,0,4
06:31:40,06:32:00,2,2,5,0
06:32:00,06:32:20,9,4,0,5
06:32:20,06:32:40,2,0,6,0
06:32:40,06:33:00,1,3,3,0
06:33:00,06:33:20,4,4,6,0
06:33:20,06:33:40,0,8,0,9
06:33:40,06:34:00,7,6,8,1
06:34:00,06:34:20,7,8,3,3
06:34:20,06:34:40,8,7,3,5
06:34:40,06:35:00,0,6,0,4
06:35:00,06:35:20,7,1,7,4
06:35:20,06:35:40,5,7,1,5
06:35:40,06:36:00,7,2,2,8
06:36:00,06:36:20,5,7,8,9
06:36:20,06:36:40,6,3,1,3
06:36:40,06:37:00,4,7,9,1
06:37:00,06:37:20,1,7,9,2
06:37:20,06:37:40,5,2,6,3
06:37:40,06:38:00,6,3,9,5
06:38:00,06:38:20,8,5,5,0
06:38:20,06:38:40,7,8,7,2
06:38:40,06:39:00,7,0,2,4
06:39:00,06:39:20,4,0,5,4
06:39:20,06:39:40,0,6,3,6
06:39:40,06:40:00,6,0,0,8
06:40:00,06:40:20,0,2,9,7
06:40:20,06:40:40,6,1,5,9
06:40:40,06:41:00,7,8,8,0
06:41:00,06:41:20,3,9,3,4
06:41:20,06:41:40,6,5,3,5
06:41:40,06:42:00,8,7,0,6
06:42:00,06:42:20,6,6,0,4
06:42:20,06:42:40,8,2,2,3
06:42:40,06:43:00,6,6,0,3
06:43:00,06:43:20,6,3,7,2
06:43:20,06:43:40,4,4,2,0
06:43:40,06:44:00,2,5,4,0
06:44:00,06:44:20,8,3,7,7
06:44:20,06:44:40,8,2,2,7
06:44:40,06:45:00,1,4,6,3
06:45:00,06:45:20,8,0,9,9
06:45:20,06:45:40,4,5,8,9
06:45:40,06:46:00,2,5,2,2
06:46:00,06:46:20,7,6,5,1
06:46:20,06:46:40,8,6,3,2
06:46:40,06:47:00,2,8,9,5
06:47:00,06:47:20,1,3,0,8
06:47:20,06:47:40,9,8,0,0
06:47:40,06:48:00,7,4,5,4
06:48:00,06:48:20,5,5,3,3
06:48:20,06:48:40,9,3,5,9
06:48:40,06:49:00,4,6,0,1
06:49:00,06:49:20,2,8,6,4
06:49:20,06:49:40,2,1,7,3
06:49:40,06:50:00,3,9,3,1
06:50:00,06:50:20,7,6,1,9
06:50:20,06:50:40,7,1,7,7
06:50:40,06:51:00,4,0,8,8
06:51:00,06:51:20,7,2,5,0
06:51:20,06:51:40,7,7,3,0
06:51:40,06:52:00,7,3,7,2
06:52:00,06:52:20,4,9,3,3
06:52:20,06:52:40,0,9,2,6
06:52:40,06:53:00,4,7,4,8
06:53:00,06:53:20,6,2,8,1
06:53:20,06:53:40,3,8,2,5
06:53:40,06:54:00,7,8,0,2
06:54:00,06:54:20,8,9,0,4
06:54:20,06:54:40,2,9,5,0
06:54:40,06:55:00,8,7,2,7
06:55:00,06:55:20,5,2,3,5
06:55:20,06:55:40,7,3,5,3
06:55:40,06:56:00,1,7,1,6
06:56:00,06:56:20,0,1,1,4
06:56:20,06:56:40,7,9,5,4
06:56:40,06:57:00,8,3,8,4
06:57:00,06:57:20,7,0,5,2
06:57:20,06:57:40,0,9,2,9
06:57:40,06:58:00,2,1,2,1
06:58:00,06:58:20,4,1,0,2
06:58:20,06:58:40,3,5,4,2
06:58:40,06:59:00,8,4,7,3
06:59:00,06:59:20,6,5,7,0
06:59:20,06:59:40,9,8,5,5
06:59:40,07:00:00,4,0,1,5
07:00:00,07:00:20,4,5,1,3
07:00:20,07:00:40,8,7,7,5
07:00:40,07:01:00,9,1,4,1
07:01:00,07:01:20,0,5,3,1
07:01:20,07:01:40,9,8,6,2
07:01:40,07:02:00,9,8,3,0
07:02:00,07:02:20,7,8,7,0
07:02:20,07:02:40,8,3,1,7
07:02:40,07:03:00,9,1,6,1
07:03:00,07:03:20,1,6,0,0
07:03:20,07:03:40,6,7,8,4
07:03:40,07:04:00,7,0,1,2
07:04:00,07:04:20,1,2,4,6
07:04:20,07:04:40,5,4,6,9
07:04:40,07:05:00,4,6,7,4
07:05:00,07:05:20,0,8,1,3
07:05:20,07:05:40,1,4,4,2
07:05:40,07:06:00,7,9,4,5
07:06:00,07:06:20,5,4,0,7
07:06:20,07:06:40,0,5,4,0
07:06:40,07:07:00,9,3,9,9
07:07:00,07:07:20,5,4,3,2
07:07:20,07:07:40,5,3,5,6
07:07:40,07:08:00,1,6,7,4
07:08:00,07:08:20,9,1,2,8
07:08:20,07:08:40,1,8,6,3
07:08:40,07:09:00,2,8,4,3
07:09:00,07:09:20,9,5,2,8
07:09:20,07:09:40,2,3,7,7
07:09:40,07:10:00,3,2,8,6
07:10:00,07:10:20,1,0,1,2
07:10:20,07:10:40,1,2,3,3
07:10:40,07:11:00,1,0,9,4
07:11:00,07:11:20,8,7,1,3
07:11:20,07:11:40,8,2,0,0
07:11:40,07:12:00,3,7,7,0
07:12:00,07:12:20,0,6,8,2
07:12:20,07:12:40,5,8,9,4
07:12:40,07:13:00,7,2,1,2
07:13:00,07:13:20,5,8,6,1
07:13:20,07:13:40,4,0,1,0
07:13:40,07:14:00,9,2,8,4
07:14:00,07:14:20,1,9,6,3
07:14:20,07:14:40,5,9,0,2
07:14:40,07:15:00,9,2,3,1
07:15:00,07:15:20,8,9,8,3
07:15:20,07:15:40,7,9,6,1
07:15:40,07:16:00,6,4,6,7
07:16:00,07:16:20,3,5,1,4
07:16:20,07:16:40,3,6,9,6
07:16:40,07:17:00,9,0,3,3
07:17:00,07:17:20,1,2,8,0
07:17:20,07:17:40,5,3,3,4
07:17:40,07:18:00,2,4,9,1
07:18:00,07:18:20,1,5,8,1
07:18:20,07:18:40,2,1,8,6
07:18:40,07:19:00,9,0,6,0
07:19:00,07:19:20,5,0,9,7
07:19:20,07:19:40,1,7,4,6
07:19:40,07:20:00,0,6,4,2
07:20:00,07:20:20,5,1,4,5
07:20:20,07:20:40,2,4,0,2
07:20:40,07:21:00,9,3,1,0
07:21:00,07:21:20,2,1,4,7
07:21:20,07:21:40,5,4,8,5
07:21:40,07:22:00,3,3,8,6
07:22:00,07:22:20,0,2,3,8
07:22:20,07:22:40,2,1,3,9
07:22:40,07:23:00,5,4,8,9
07:23:00,07:23:20,3,1,8,9
07:23:20,07:23:40,3,2,7,4
07:23:40,07:24:00,0,8,5,8
07:24:00,07:24:20,9,4,4,2
07:24:20,07:24:40,3,9,5,2
07:24:40,07:25:00,7,0,8,5
07:25:00,07:25:20,4,3,5,7
07:25:20,07:25:40,4,2,1,5
07:25:40,07:26:00,2,2,1,0
07:26:00,07:26:20,1,9,7,6
07:26:20,07:26:40,5,8,2,8
07:26:40,07:27:00,2,4,8,6
07:27:00,07:27:20,5,6,9,2
07:27:20,07:27:40,5,3,9,3
07:27:40,07:28:00,9,6,4,6
07:28:00,07:28:20,6,8,8,7
07:28:20,07:28:40,0,7,6,1
07:28:40,07:29:00,2,3,1,3
07:29:00,07:29:20,3,6,8,3
07:29:20,07:29:40,1,1,2,8
07:29:40,07:30:00,8,8,6,0
07:30:00,07:30:20,1,5,3,9
07:30:20,07:30:40,4,8,4,9
07:30:40,07:31:00,8,2,8,9
07:31:00,07:31:20,1,2,2,9
07:31:20,07:31:40,1,7,0,1
07:31:40,07:32:00,7,8,4,2
07:32:00,07:32:20,7,8,8,3
07:32:20,07:32:40,5,2,1,2
07:32:40,07:33:00,8,7,9,6
07:33:00,07:33:20,3,9,4,9
07:33:20,07:33:40,9,4,2,7
07:33:40,07:34:00,3,3,1,8
07:34:00,07:34:20,0,4,3,6
07:34:20,07:34:40,4,0,3,2
07:34:40,07:35:00,1,5,3,2
07:35:00,07:35:20,1,9,3,6
07:35:20,07:35:40,7,6,1,7
07:35:40,07:36:00,8,3,2,9
07:36:00,07:36:20,7,5,3,3
07:36:20,07:36:40,2,1,2,3
07:36:40,07:37:00,7,0,1,0
07:37:00,07:37:20,7,0,5,5
07:37:20,07:37:40,2,7,3,5
07:37:40,07:38:00,4,6,3,0
07:38:00,07:38:20,1,3,7,8
07:38:20,07:38:40,9,1,7,9
07:38:40,07:39:00,3,7,8,1
07:39:00,07:39:20,6,9,9,8
07:39:20,07:39:40,7,5,9,3
07:39:40,07:40:00,5,7,4,5
07:40:00,07:40:20,0,4,1,9
07:40:20,07:40:40,6,2,3,9
07:40:40,07:41:00,2,6,9,2
07:41:00,07:41:20,7,4,4,2
07:41:20,07:41:40,4,3,8,3
07:41:40,07:42:00,4,2,2,5
07:42:00,07:42:20,7,9,4,1
07:42:20,07:42:40,5,2,6,8
07:42:40,07:43:00,8,5,5,8
07:43:00,07:43:20,3,7,3,0
07:43:20,07:43:40,9,7,2,9
07:43:40,07:44:00,5,8,4,5
07:44:00,07:44:20,4,0,5,0
07:44:20,07:44:40,6,1,9,3
07:44:40,07:45:00,6,8,5,3
